opName	category	safetyStatus	recipeLines	vbaFunction	requiredParams	optionalParams	createsElements	ownElementOnly	sourceRefs	addedDate	promotedDate	notes
SET_DIMENSION_OFF	keyin_recipe	unsafe-blocked	KEYIN:SET DIMENSION OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31		live batch probe 2026-07-31 (0.091s) | false-OK audit 2026-08-02: ARMED — left CommandName='Dimension Display Off' prompt='Select view' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
SET_TAG_ON	keyin_recipe	unsafe-blocked	KEYIN:SET TAG ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31		live batch probe 2026-07-31 (0.091s) | false-OK audit 2026-08-02: ARMED — left CommandName='Tag Display On' prompt='Select view' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
SET_TAG_OFF	keyin_recipe	unsafe-blocked	KEYIN:SET TAG OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31		live batch probe 2026-07-31 (0.084s) | false-OK audit 2026-08-02: ARMED — left CommandName='Tag Display Off' prompt='Select view' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
SET_POINTS_ON	keyin_recipe	verified-headless-safe	KEYIN:SET POINTS ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.016s)
SET_POINTS_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET POINTS OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.015s)
SET_WEIGHT_ON	keyin_recipe	unsafe-blocked	KEYIN:SET WEIGHT ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31		live batch probe 2026-07-31 (0.107s) | false-OK audit 2026-08-02: ARMED — left CommandName='Line Weight Display On' prompt='Select view' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
SET_WEIGHT_OFF	keyin_recipe	unsafe-blocked	KEYIN:SET WEIGHT OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31		live batch probe 2026-07-31 (0.073s) | false-OK audit 2026-08-02: ARMED — left CommandName='Line Weight Display Off' prompt='Select view' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
SET_COLOR_ON	keyin_recipe	verified-headless-safe	KEYIN:SET COLOR ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.014s)
SET_COLOR_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET COLOR OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.014s)
SET_HIDDEN_ON	keyin_recipe	verified-headless-safe	KEYIN:SET HIDDEN ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.014s)
SET_HIDDEN_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET HIDDEN OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.021s)
SET_TRANSPARENCY_ON	keyin_recipe	verified-headless-safe	KEYIN:SET TRANSPARENCY ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.015s)
SET_TRANSPARENCY_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET TRANSPARENCY OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.014s)
SET_GRID_ON	keyin_recipe	unsafe-blocked	KEYIN:SET GRID ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31		live batch probe 2026-07-31 (0.067s) | false-OK audit 2026-08-02: ARMED — left CommandName='Grid Display On' prompt='Select view' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
SET_GRID_OFF	keyin_recipe	unsafe-blocked	KEYIN:SET GRID OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31		live batch probe 2026-07-31 (0.067s) | false-OK audit 2026-08-02: ARMED — left CommandName='Grid Display Off' prompt='Select view' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
SET_TEXT_ON	keyin_recipe	unsafe-blocked	KEYIN:SET TEXT ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31		live batch probe 2026-07-31 (0.074s) | false-OK audit 2026-08-02: ARMED — left CommandName='Text Display On' prompt='Select view' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
SET_TEXT_OFF	keyin_recipe	unsafe-blocked	KEYIN:SET TEXT OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31		live batch probe 2026-07-31 (0.075s) | false-OK audit 2026-08-02: ARMED — left CommandName='Text Display Off' prompt='Select view' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
SET_TEXTNODE_ON	keyin_recipe	verified-headless-safe	KEYIN:SET TEXTNODE ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.016s)
SET_LEVELS_ON	keyin_recipe	verified-headless-safe	KEYIN:SET LEVELS ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.031s)
SET_LINESTYLE_ON	keyin_recipe	verified-headless-safe	KEYIN:SET LINESTYLE ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.039s)
SET_LINESTYLE_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET LINESTYLE OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.015s)
SET_PATTERN_ON	keyin_recipe	unsafe-blocked	KEYIN:SET PATTERN ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31		live batch probe 2026-07-31 (0.07s) | false-OK audit 2026-08-02: ARMED — left CommandName='Pattern Display On' prompt='Select view' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
SET_DEPTH_ON	keyin_recipe	verified-headless-safe	KEYIN:SET DEPTH ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
SET_DEPTH_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET DEPTH OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.015s)
SET_SNAP_ON	keyin_recipe	verified-headless-safe	KEYIN:SET SNAP ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.024s)
SET_SNAP_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET SNAP OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.015s)
LEVEL_ON_DEFAULT	keyin_recipe	verified-headless-safe	KEYIN:LEVEL ON {level}		level		N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.015s)
LEVEL_OFF_DEFAULT	keyin_recipe	verified-headless-safe	KEYIN:LEVEL OFF {level}		level		N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.022s)
LEVEL_DISPLAY_ON_DEFAULT	keyin_recipe	verified-headless-safe	KEYIN:LEVEL DISPLAY ON {level}		level		N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
LEVEL_DISPLAY_OFF_DEFAULT	keyin_recipe	verified-headless-safe	KEYIN:LEVEL DISPLAY OFF {level}		level		N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.016s)
LEVEL_OVERRIDE_ON	keyin_recipe	verified-headless-safe	KEYIN:LEVEL OVERRIDE ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.016s)
LEVEL_OVERRIDE_OFF	keyin_recipe	verified-headless-safe	KEYIN:LEVEL OVERRIDE OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.026s)
LEVEL_SYMBYOLOGY_ON	keyin_recipe	verified-headless-safe	KEYIN:LEVEL SYMBYOLOGY ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.018s)
LEVEL_SYMBYOLOGY_OFF	keyin_recipe	verified-headless-safe	KEYIN:LEVEL SYMBYOLOGY OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.02s)
LEVEL_PLOT_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:LEVEL PLOT ON ALL				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
LEVEL_FREEZE_OFF_ALL	keyin_recipe	verified-headless-safe	KEYIN:LEVEL FREEZE OFF ALL				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.016s)
ACTIVE_PATTERN	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE PATTERN {pattern}		pattern		N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.015s)
ACTIVE_PATTERNANGLE	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE PATTERNANGLE {angleDeg}		angleDeg		N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.016s)
ACTIVE_PATTERNSCALE	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE PATTERNSCALE {scale}		scale		N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.016s)
ACTIVE_PATTERNSPACING	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE PATTERNSPACING {spacing}		spacing		N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.017s)
ACTIVE_TERMINATOR	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE TERMINATOR {terminator}		terminator		N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.120s)
ACTIVE_DEPTH	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE DEPTH {depth}		depth		N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.017s)
ACTIVE_FILL	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE FILL {fill}		fill		N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.211s)
ACTIVE_TXJUSTIFICATION	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE TXJUSTIFICATION {justification}		justification		N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.024s)
ACTIVE_TXLINEOFFSET	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE TXLINEOFFSET {offset}		offset		N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.053s)
ACTIVE_TXSLANT	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE TXSLANT {slant}		slant		N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.025s)
ACTIVE_TXUNDERLINE_OFF	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE TXUNDERLINE OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.018s)
ACTIVE_TXOVERLINE_OFF	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE TXOVERLINE OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.017s)
ACTIVE_TXFRACTIONS_OFF	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE TXFRACTIONS OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.017s)
PLACE_SHAPE_BARE	keyin_recipe	unsafe-blocked	COMMAND:PLACE SHAPE				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31		Negative control probe error: <unknown>.SendKeyin reclassified after failed resume; never execute
COPY_FENCE_BARE	keyin_recipe	unsafe-blocked	COMMAND:COPY FENCE				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31		Negative control probe error: <unknown>.SendKeyin reclassified after failed resume; never execute
MODIFY_ATTRIBUTES_BARE	keyin_recipe	unsafe-blocked	COMMAND:MODIFY ATTRIBUTES				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31		Negative control probe error: <unknown>.SendKeyin reclassified after failed resume; never execute
DIALOG_VIEW	keyin_recipe	unsafe-blocked	KEYIN:DIALOG VIEW				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31		Negative control batch probe 2026-07-31: kind=dialog, not promotable
DIALOG_COLOR	keyin_recipe	unsafe-blocked	KEYIN:DIALOG COLOR				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31		Negative control batch probe 2026-07-31: kind=dialog, not promotable
REFERENCE_SET_DISPLAY_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET DISPLAY=ON ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.219s)
REFERENCE_SET_SNAP_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET SNAP=ON ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.071s)
REFERENCE_SET_LOCATE_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET LOCATE=ON ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.067s)
REFERENCE_SET_DISPLAYRASTERREFS_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET DISPLAYRASTERREFS=ON ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.065s)
REFERENCE_SET_SCALELINESTYLES_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET SCALELINESTYLES=ON ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.064s)
REFERENCE_SET_ROTATECLIPPING_OFF_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET ROTATECLIPPING=OFF ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.077s)
REFERENCE_SET_TREATASELEMENT_OFF_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET TREATASELEMENT=OFF ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.065s)
REFERENCE_SET_USELIGHTS_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET USELIGHTS=ON ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.071s)
REFERENCE_SET_USEVIEWFLAGS_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET USEVIEWFLAGS=ON ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.084s)
REFERENCE_SET_NEWLEVELDISPLAY_FROMCONFIG_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET NEWLEVELDISPLAY=FROMCONFIG ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.126s)
REFERENCE_SET_NESTOVERRIDES_ALLOW_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET NESTOVERRIDES=ALLOW ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.089s)
REFERENCE_SET_GLOBALLSSCALE_MASTER_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET GLOBALLSSCALE=MASTER ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.128s)
REFERENCE_SET_SYNCHWITHSAVEDVIEW_NONE_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET SYNCHWITHSAVEDVIEW=NONE ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.087s)
REFERENCE_SET_IGNOREWHENNESTING_OFF_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET IGNOREWHENNESTING=OFF ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.072s)
REFERENCE_SET_PRINTCOLORADJUSTMENT_0_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET PRINTCOLORADJUSTMENT=0 ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.068s)
REFERENCE_LEVELS_ON_ALL	keyin_recipe	unsafe-blocked	KEYIN:REFERENCE LEVELS ON ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31		live re-probe after COM recovery (0.087s) | false-OK audit 2026-08-02: ARMED — left CommandName='Reference Levels On' prompt='Select reference' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
REFERENCE_LEVELS_OFF_ALL	keyin_recipe	unsafe-blocked	KEYIN:REFERENCE LEVELS OFF ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31		live re-probe after COM recovery (0.093s) | false-OK audit 2026-08-02: ARMED — left CommandName='Reference Levels Off' prompt='Select reference' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
REFERENCE_DISPLAY_TOGGLE_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE DISPLAY TOGGLE ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.043s)
REFERENCE_DEACTIVATE	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE DEACTIVATE				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.016s)
REFERENCE_RELOAD_ALL	keyin_recipe	unsafe-blocked	KEYIN:REFERENCE RELOAD ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31		file mutation — never auto-verify batch probe 2026-07-31: kind=file, not promotable
ACCUDRAW_ACTIVATE	keyin_recipe	verified-headless-safe	KEYIN:ACCUDRAW ACTIVATE				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.045s)
ACCUDRAW_QUIT	keyin_recipe	verified-headless-safe	KEYIN:ACCUDRAW QUIT				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.017s)
ACCUDRAW_TOGGLE	keyin_recipe	verified-headless-safe	KEYIN:ACCUDRAW TOGGLE				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.021s)
ACCUDRAW_SETTINGS_CONTEXTSENS_ON	keyin_recipe	verified-headless-safe	KEYIN:ACCUDRAW SETTINGS CONTEXTSENS ON				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.017s)
ACCUDRAW_SETTINGS_CONTEXTSENS_OFF	keyin_recipe	verified-headless-safe	KEYIN:ACCUDRAW SETTINGS CONTEXTSENS OFF				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.016s)
ACCUDRAW_SETTINGS_INDEXTOL	keyin_recipe	verified-headless-safe	KEYIN:ACCUDRAW SETTINGS INDEXTOL {pixels}		pixels		N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.023s)
ACCUDRAW_SETTINGS_AUTOLOAD_ON	keyin_recipe	verified-headless-safe	KEYIN:ACCUDRAW SETTINGS AUTOLOAD ON				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.018s)
ACCUDRAW_SETTINGS_FLOATINGORIGIN_ON	keyin_recipe	verified-headless-safe	KEYIN:ACCUDRAW SETTINGS FLOATINGORIGIN ON				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.015s)
ACCUDRAW_MODE	keyin_recipe	verified-headless-safe	KEYIN:ACCUDRAW MODE				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.015s)
ACCUDRAW_LOCK_SMART	keyin_recipe	verified-headless-safe	KEYIN:ACCUDRAW LOCK SMART				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.015s)
ACCUDRAW_ROTATE_VIEW	keyin_recipe	verified-headless-safe	KEYIN:ACCUDRAW ROTATE VIEW				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-08-02	live re-probe after COM recovery (0.014s) | false-OK audit 2026-08-02: CLEAN — CommandName stayed at baseline after SendKeyin (no tool left armed). Restored to verified-headless-safe.
ACCUSNAP_ON	keyin_recipe	verified-headless-safe	KEYIN:ACCUSNAP ON				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.014s)
ACCUSNAP_OFF	keyin_recipe	verified-headless-safe	KEYIN:ACCUSNAP OFF				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.014s)
ACCUSNAP_TOGGLE	keyin_recipe	verified-headless-safe	KEYIN:ACCUSNAP TOGGLE				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.014s)
ACCUSNAP_SUSPEND	keyin_recipe	verified-headless-safe	KEYIN:ACCUSNAP SUSPEND				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.041s)
ACCUSNAP_AUTOLOCATE_ON	keyin_recipe	verified-headless-safe	KEYIN:ACCUSNAP AUTOLOCATE ON				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.015s)
ACCUSNAP_AUTOLOCATE_OFF	keyin_recipe	verified-headless-safe	KEYIN:ACCUSNAP AUTOLOCATE OFF				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.014s)
SNAP_KEYPOINT	keyin_recipe	verified-headless-safe	KEYIN:SNAP KEYPOINT				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.018s)
SNAP_NEAREST	keyin_recipe	verified-headless-safe	KEYIN:SNAP NEAREST				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.017s)
SNAP_CENTER	keyin_recipe	verified-headless-safe	KEYIN:SNAP CENTER				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.022s)
SNAP_INTERSECT	keyin_recipe	verified-headless-safe	KEYIN:SNAP INTERSECT				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.018s)
SNAP_MIDPOINT	keyin_recipe	verified-headless-safe	KEYIN:SNAP MIDPOINT				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.018s)
SNAP_ORIGIN	keyin_recipe	verified-headless-safe	KEYIN:SNAP ORIGIN				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.024s)
POWERSELECTOR_MODE_NEW	keyin_recipe	verified-headless-safe	KEYIN:POWERSELECTOR MODE NEW				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.018s)
POWERSELECTOR_SINGLE	keyin_recipe	verified-headless-safe	KEYIN:POWERSELECTOR SINGLE				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.016s)
POWERSELECTOR_MODE_ADD	keyin_recipe	verified-headless-safe	KEYIN:POWERSELECTOR MODE ADD				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.046s)
POWERSELECTOR_MODE_INVERT	keyin_recipe	verified-headless-safe	KEYIN:POWERSELECTOR MODE INVERT				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.016s)
CHOOSE_ALL	keyin_recipe	verified-headless-safe	KEYIN:CHOOSE ALL				N	N	CONNECT REFERENCE/misc harvest	2026-07-31	2026-07-31	live re-probe after COM recovery (0.080s)
CHOOSE_ELEMENT	keyin_recipe	unsafe-blocked	COMMAND:CHOOSE ELEMENT				N	N	CONNECT REFERENCE/misc harvest	2026-07-31		Arms selection tool probe error: <unknown>.SendKeyin reclassified after failed resume; never execute
DIALOG_ACCUSNAP	keyin_recipe	unsafe-blocked	KEYIN:DIALOG ACCUSNAP				N	N	CONNECT REFERENCE/misc harvest	2026-07-31		Negative control batch probe 2026-07-31: kind=dialog, not promotable
RD_OPEN_FILE	keyin_recipe	unsafe-blocked	KEYIN:RD={filePath}		filePath		N	N	CONNECT REFERENCE/misc harvest	2026-07-31		Negative control — do not open files batch probe 2026-07-31: kind=file, not promotable
TEXT_NODE_JUSTIFICATION_LEFT	keyin_recipe	verified-headless-safe	KEYIN:TEXT NODE JUSTIFICATION LEFT				N	N	direct harvest wave2	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.032s)
TEXT_NODE_JUSTIFICATION_CENTER	keyin_recipe	verified-headless-safe	KEYIN:TEXT NODE JUSTIFICATION CENTER				N	N	direct harvest wave2	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.028s)
TEXT_NODE_JUSTIFICATION_RIGHT	keyin_recipe	verified-headless-safe	KEYIN:TEXT NODE JUSTIFICATION RIGHT				N	N	direct harvest wave2	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.037s)
TEXT_JUSTIFICATION_LEFT	keyin_recipe	verified-headless-safe	KEYIN:TEXT JUSTIFICATION LEFT				N	N	direct harvest wave2	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.029s)
TEXT_JUSTIFICATION_CENTER	keyin_recipe	verified-headless-safe	KEYIN:TEXT JUSTIFICATION CENTER				N	N	direct harvest wave2	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.029s)
TEXT_JUSTIFICATION_RIGHT	keyin_recipe	verified-headless-safe	KEYIN:TEXT JUSTIFICATION RIGHT				N	N	direct harvest wave2	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.033s)
SET_TEXT_NODE_DISPLAY_ON	keyin_recipe	verified-headless-safe	KEYIN:SET TEXT NODE DISPLAY ON				N	N	direct harvest wave2	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.03s)
SET_TEXT_NODE_DISPLAY_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET TEXT NODE DISPLAY OFF				N	N	direct harvest wave2	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.029s)
